algoritmo	kitdecaptura	preprocesado	muestra	gold_standard	Precision	Recall	Fscore	QueryTpCount	QueryFpCount	QueryTotalCount	TruthTpCount	TruthFnCount	TruthTotalCount	svtype
cnvkit	IDT-V2	bowtie2-picard-gatk3	Réplica 4	general	0.0	0.0	NaN	0	8	8	0	427	427	Duplication
cnvkit	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.0	0.0	NaN	0	12	12	0	253	253	Deletion
cnvkit	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.0	0.0	NaN	0	8	8	0	14	14	Duplication
cnvkit	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.12903225806451613	0.017569546120058566	0.030927835051546393	4	27	31	24	1342	1366	Deletion
cnvkit	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.05	0.0234192037470726	0.031897926634768745	1	19	20	10	417	427	Duplication
cnvkit	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.03225806451612903	0.007905138339920948	0.0126984126984127	1	30	31	2	251	253	Deletion
cnvkit	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.0	0.0	NaN	0	20	20	0	14	14	Duplication
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.13793103448275862	0.017569546120058566	0.03116883116883117	4	25	29	24	1342	1366	Deletion
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.05555555555555555	0.0234192037470726	0.032948929159802305	1	17	18	10	417	427	Duplication
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.034482758620689655	0.007905138339920948	0.012861736334405145	1	28	29	2	251	253	Deletion
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.0	0.0	NaN	0	18	18	0	14	14	Duplication
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.09090909090909091	0.007320644216691069	0.013550135501355014	1	10	11	10	1356	1366	Deletion
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	11	11	0	427	427	Duplication
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	11	11	0	253	253	Deletion
cnvkit	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	11	11	0	14	14	Duplication
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.125	0.017569546120058566	0.03080872913992298	4	28	32	24	1342	1366	Deletion
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.05	0.0234192037470726	0.031897926634768745	1	19	20	10	417	427	Duplication
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.03125	0.007905138339920948	0.012618296529968454	1	31	32	2	251	253	Deletion
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.0	0.0	NaN	0	20	20	0	14	14	Duplication
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	13	13	0	1366	1366	Deletion
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	10	10	0	427	427	Duplication
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	13	13	0	253	253	Deletion
cnvkit	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	10	10	0	14	14	Duplication
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.07142857142857142	0.006891798759476223	0.01257071024512885	1	13	14	10	1441	1451	Deletion
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.0	0.0	NaN	0	2	2	0	465	465	Duplication
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.0	0.0	NaN	0	14	14	0	302	302	Deletion
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.0	0.0	NaN	0	2	2	0	16	16	Duplication
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	0.13333333333333333	0.00895933838731909	0.016790442363577657	2	13	15	13	1438	1451	Deletion
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	NaN	0.0	NaN	0	0	0	0	465	465	Duplication
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	0.06666666666666667	0.006622516556291391	0.012048192771084336	1	14	15	2	300	302	Deletion
cnvkit	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	NaN	0.0	NaN	0	0	0	0	16	16	Duplication
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	0.16666666666666666	0.00895933838731909	0.017004578155657295	2	10	12	13	1438	1451	Deletion
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	NaN	0.0	NaN	0	0	0	0	465	465	Duplication
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	0.08333333333333333	0.006622516556291391	0.012269938650306749	1	11	12	2	300	302	Deletion
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	NaN	0.0	NaN	0	0	0	0	16	16	Duplication
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.09090909090909091	0.006891798759476223	0.012812299807815505	1	10	11	10	1441	1451	Deletion
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	2	2	0	465	465	Duplication
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	11	11	0	302	302	Deletion
cnvkit	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	2	2	0	16	16	Duplication
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	0.18181818181818182	0.00895933838731909	0.017077175697865352	2	9	11	13	1438	1451	Deletion
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	NaN	0.0	NaN	0	0	0	0	465	465	Duplication
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	0.09090909090909091	0.006622516556291391	0.012345679012345678	1	10	11	2	300	302	Deletion
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	NaN	0.0	NaN	0	0	0	0	16	16	Duplication
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.15384615384615385	0.013783597518952447	0.025300442757748263	2	11	13	20	1431	1451	Deletion
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	1	1	0	465	465	Duplication
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.07692307692307693	0.033112582781456956	0.0462962962962963	1	12	13	10	292	302	Deletion
cnvkit	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	1	1	0	16	16	Duplication
cnvkit	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	0.2	0.0017045454545454545	0.0033802816901408453	1	4	5	3	1757	1760	Deletion
cnvkit	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	NaN	0.0	NaN	0	0	0	0	527	527	Duplication
cnvkit	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	0.2	0.006329113924050633	0.012269938650306747	1	4	5	2	314	316	Deletion
cnvkit	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	NaN	0.0	NaN	0	0	0	0	15	15	Duplication
cnvkit	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	4	4	0	1760	1760	Deletion
cnvkit	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	NaN	0.0	NaN	0	0	0	0	527	527	Duplication
cnvkit	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	4	4	0	316	316	Deletion
cnvkit	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	NaN	0.0	NaN	0	0	0	0	15	15	Duplication
cnvkit	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	6	6	0	1760	1760	Deletion
cnvkit	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	NaN	0.0	NaN	0	0	0	0	527	527	Duplication
cnvkit	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	6	6	0	316	316	Deletion
cnvkit	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	NaN	0.0	NaN	0	0	0	0	15	15	Duplication
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 4	general	0.03409090909090909	0.019765739385065886	0.025023169601482854	3	85	88	27	1339	1366	Deletion
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 4	general	0.0	0.0	NaN	0	136	136	0	427	427	Duplication
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.0	0.0	NaN	0	88	88	0	253	253	Deletion
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.0	0.0	NaN	0	136	136	0	14	14	Duplication
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.21428571428571427	0.010980966325036604	0.020891364902506964	3	11	14	15	1351	1366	Deletion
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.0	0.0	NaN	0	8	8	0	427	427	Duplication
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.07142857142857142	0.007905138339920948	0.014234875444839859	1	13	14	2	251	253	Deletion
cnmops	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.0	0.0	NaN	0	8	8	0	14	14	Duplication
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.15	0.010980966325036604	0.020463847203274214	3	17	20	15	1351	1366	Deletion
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.0	0.0	NaN	0	8	8	0	427	427	Duplication
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.05	0.007905138339920948	0.013651877133105802	1	19	20	2	251	253	Deletion
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.0	0.0	NaN	0	8	8	0	14	14	Duplication
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.02247191011235955	0.014641288433382138	0.01773049645390071	2	87	89	20	1346	1366	Deletion
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.006535947712418301	0.0234192037470726	0.010219724067450179	1	152	153	10	417	427	Duplication
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	89	89	0	253	253	Deletion
cnmops	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	153	153	0	14	14	Duplication
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.09090909090909091	0.007320644216691069	0.013550135501355014	2	20	22	10	1356	1366	Deletion
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.0	0.0	NaN	0	10	10	0	427	427	Duplication
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.0	0.0	NaN	0	22	22	0	253	253	Deletion
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.0	0.0	NaN	0	10	10	0	14	14	Duplication
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.03571428571428571	0.017569546120058566	0.023552502453385672	3	81	84	24	1342	1366	Deletion
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	140	140	0	427	427	Duplication
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	84	84	0	253	253	Deletion
cnmops	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	140	140	0	14	14	Duplication
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.043478260869565216	0.006891798759476223	0.01189767995240928	1	22	23	10	1441	1451	Deletion
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.0	0.0	NaN	0	9	9	0	465	465	Duplication
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.043478260869565216	0.033112582781456956	0.03759398496240602	1	22	23	10	292	302	Deletion
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.0	0.0	NaN	0	9	9	0	16	16	Duplication
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	0.07692307692307693	0.01171605789110958	0.020334928229665074	2	24	26	17	1434	1451	Deletion
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	0.0	0.0	NaN	0	3	3	0	465	465	Duplication
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	0.07692307692307693	0.059602649006622516	0.06716417910447761	2	24	26	18	284	302	Deletion
cnmops	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	0.0	0.0	NaN	0	3	3	0	16	16	Duplication
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	0.10714285714285714	0.018607856650585803	0.03170874926600118	3	25	28	27	1424	1451	Deletion
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	0.0	0.0	NaN	0	2	2	0	465	465	Duplication
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	0.07142857142857142	0.059602649006622516	0.06498194945848375	2	26	28	18	284	302	Deletion
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	0.0	0.0	NaN	0	2	2	0	16	16	Duplication
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.038461538461538464	0.006891798759476223	0.01168907071887785	1	25	26	10	1441	1451	Deletion
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	7	7	0	465	465	Duplication
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.038461538461538464	0.033112582781456956	0.03558718861209965	1	25	26	10	292	302	Deletion
cnmops	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	7	7	0	16	16	Duplication
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	0.15625	0.02343211578221916	0.04075272683686924	5	27	32	34	1417	1451	Deletion
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	0.0	0.0	NaN	0	6	6	0	465	465	Duplication
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	0.09375	0.06622516556291391	0.0776196636481242	3	29	32	20	282	302	Deletion
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	0.0	0.0	NaN	0	6	6	0	16	16	Duplication
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.1935483870967742	0.030323914541695383	0.052432969215491565	6	25	31	44	1407	1451	Deletion
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	10	10	0	465	465	Duplication
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.06451612903225806	0.039735099337748346	0.04918032786885246	2	29	31	12	290	302	Deletion
cnmops	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	10	10	0	16	16	Duplication
cnmops	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	0.08108108108108109	0.0125	0.021660649819494587	3	34	37	22	1738	1760	Deletion
cnmops	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	0.0	0.0	NaN	0	7	7	0	527	527	Duplication
cnmops	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	0.05405405405405406	0.0379746835443038	0.0446096654275093	2	35	37	12	304	316	Deletion
cnmops	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	0.0	0.0	NaN	0	7	7	0	15	15	Duplication
cnmops	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	0.08108108108108109	0.0125	0.021660649819494587	3	34	37	22	1738	1760	Deletion
cnmops	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	7	7	0	527	527	Duplication
cnmops	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	0.05405405405405406	0.0379746835443038	0.0446096654275093	2	35	37	12	304	316	Deletion
cnmops	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	7	7	0	15	15	Duplication
cnmops	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	0.11363636363636363	0.01875	0.032188841201716736	5	39	44	33	1727	1760	Deletion
cnmops	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	7	7	0	527	527	Duplication
cnmops	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	0.022727272727272728	0.03164556962025317	0.026455026455026454	1	43	44	10	306	316	Deletion
cnmops	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	7	7	0	15	15	Duplication
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 4	general	0.0055762081784386614	0.007320644216691069	0.006330449461911795	3	535	538	10	1356	1366	Deletion
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 4	general	0.0	0.0	NaN	0	72	72	0	427	427	Duplication
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.0037174721189591076	0.011857707509881422	0.005660377358490566	2	536	538	3	250	253	Deletion
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.0	0.0	NaN	0	72	72	0	14	14	Duplication
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.046052631578947366	0.01171303074670571	0.01867600466900117	7	145	152	16	1350	1366	Deletion
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.0	0.0	NaN	0	224	224	0	427	427	Duplication
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.02631578947368421	0.05928853754940711	0.03645200486026731	4	148	152	15	238	253	Deletion
contra	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.0	0.0	NaN	0	224	224	0	14	14	Duplication
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.04827586206896552	0.01171303074670571	0.0188520451102508	7	138	145	16	1350	1366	Deletion
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.0	0.0	NaN	0	212	212	0	427	427	Duplication
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.027586206896551724	0.05928853754940711	0.03765296517100722	4	141	145	15	238	253	Deletion
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.0	0.0	NaN	0	212	212	0	14	14	Duplication
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.007797270955165692	0.007320644216691069	0.007551444213705871	4	509	513	10	1356	1366	Deletion
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	132	132	0	427	427	Duplication
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.003898635477582846	0.011857707509881422	0.005867970660146699	2	511	513	3	250	253	Deletion
contra	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	132	132	0	14	14	Duplication
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.05	0.01171303074670571	0.01897983392645314	7	133	140	16	1350	1366	Deletion
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.0	0.0	NaN	0	220	220	0	427	427	Duplication
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.02857142857142857	0.05928853754940711	0.038560411311053984	4	136	140	15	238	253	Deletion
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.0	0.0	NaN	0	220	220	0	14	14	Duplication
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.0058823529411764705	0.007320644216691069	0.006523157208088715	3	507	510	10	1356	1366	Deletion
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	112	112	0	427	427	Duplication
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.00392156862745098	0.011857707509881422	0.005893909626719056	2	508	510	3	250	253	Deletion
contra	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	112	112	0	14	14	Duplication
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.09259259259259259	0.008270158511371467	0.015184107301024926	5	49	54	12	1439	1451	Deletion
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.0	0.0	NaN	0	22	22	0	465	465	Duplication
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.037037037037037035	0.009933774834437087	0.015665796344647518	2	52	54	3	299	302	Deletion
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.0	0.0	NaN	0	22	22	0	16	16	Duplication
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	0.1016949152542373	0.00895933838731909	0.016467856011823077	6	53	59	13	1438	1451	Deletion
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	0.0	0.0	NaN	0	14	14	0	465	465	Duplication
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	0.03389830508474576	0.009933774834437087	0.015364916773367477	2	57	59	3	299	302	Deletion
contra	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	0.0	0.0	NaN	0	14	14	0	16	16	Duplication
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	0.10344827586206896	0.00895933838731909	0.01649048625792812	6	52	58	13	1438	1451	Deletion
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	0.0	0.0	NaN	0	13	13	0	465	465	Duplication
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	0.034482758620689655	0.009933774834437087	0.015424164524421594	2	56	58	3	299	302	Deletion
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	0.0	0.0	NaN	0	13	13	0	16	16	Duplication
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.09090909090909091	0.008270158511371467	0.015161086544535692	5	50	55	12	1439	1451	Deletion
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	22	22	0	465	465	Duplication
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.03636363636363636	0.009933774834437087	0.015604681404421327	2	53	55	3	299	302	Deletion
contra	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	22	22	0	16	16	Duplication
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	0.1016949152542373	0.00895933838731909	0.016467856011823077	6	53	59	13	1438	1451	Deletion
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	0.0	0.0	NaN	0	12	12	0	465	465	Duplication
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	0.03389830508474576	0.009933774834437087	0.015364916773367477	2	57	59	3	299	302	Deletion
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	0.0	0.0	NaN	0	12	12	0	16	16	Duplication
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.10909090909090909	0.00895933838731909	0.016558751724869973	6	49	55	13	1438	1451	Deletion
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	21	21	0	465	465	Duplication
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.03636363636363636	0.009933774834437087	0.015604681404421327	2	53	55	3	299	302	Deletion
contra	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	21	21	0	16	16	Duplication
contra	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	0.03418803418803419	0.002840909090909091	0.005245901639344263	4	113	117	5	1755	1760	Deletion
contra	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	0.0	0.0	NaN	0	7	7	0	527	527	Duplication
contra	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	0.008547008547008548	0.006329113924050633	0.007272727272727274	1	116	117	2	314	316	Deletion
contra	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	0.0	0.0	NaN	0	7	7	0	15	15	Duplication
contra	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	0.03389830508474576	0.002840909090909091	0.005242463958060289	4	114	118	5	1755	1760	Deletion
contra	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	8	8	0	527	527	Duplication
contra	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	0.00847457627118644	0.006329113924050633	0.007246376811594202	1	117	118	2	314	316	Deletion
contra	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	8	8	0	15	15	Duplication
contra	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	0.036036036036036036	0.002840909090909091	0.005266622778143516	4	107	111	5	1755	1760	Deletion
contra	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	6	6	0	527	527	Duplication
contra	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	0.009009009009009009	0.006329113924050633	0.007434944237918215	1	110	111	2	314	316	Deletion
contra	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	6	6	0	15	15	Duplication
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 4	general	0.34285714285714286	0.020497803806734993	0.038682938061247986	24	46	70	28	1338	1366	Deletion
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 4	general	0.0	0.0	NaN	0	22	22	0	427	427	Duplication
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.18571428571428572	0.06324110671936758	0.09435246087548196	13	57	70	16	237	253	Deletion
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 4	pass	0.0	0.0	NaN	0	22	22	0	14	14	Duplication
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.3137254901960784	0.015373352855051245	0.02931042002878702	16	35	51	21	1345	1366	Deletion
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 3	general	0.0	0.0	NaN	0	23	23	0	427	427	Duplication
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.19607843137254902	0.05138339920948617	0.08142812402129658	10	41	51	13	240	253	Deletion
manta	IDT-V2	bowtie2-picard-gatk3	Réplica 3	pass	0.0	0.0	NaN	0	23	23	0	14	14	Duplication
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.30612244897959184	0.014641288433382138	0.02794597112249651	15	34	49	20	1346	1366	Deletion
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	general	0.041666666666666664	0.00234192037470726	0.004434589800443459	1	23	24	1	426	427	Duplication
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.20408163265306123	0.05138339920948617	0.08209662140827281	10	39	49	13	240	253	Deletion
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 3	pass	0.041666666666666664	0.07142857142857142	0.052631578947368425	1	23	24	1	13	14	Duplication
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.2839506172839506	0.019765739385065886	0.03695878589495611	23	58	81	27	1339	1366	Deletion
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	33	33	0	427	427	Duplication
